Date,Open,High,Low,Close,Volume
2023-08-25,216.6459,210.2537,209.6778,210.1431,3399033.0
2023-08-28,211.7893,207.4254,206.0003,206.5082,5032669.0
2023-08-29,205.4925,203.3622,199.0397,200.3471,5569816.0
2023-08-30,200.7452,201.9112,198.225,199.599,2078315.0
2023-08-31,199.2275,205.3696,200.8781,201.8195,7927210.0
2023-09-01,201.7339,207.2079,206.205,206.4811,6723448.0
2023-09-04,208.6651,207.6032,206.3053,206.7727,6593073.0
2023-09-05,205.5297,213.6814,211.5281,211.9498,1849590.0
2023-09-06,212.1649,208.8464,204.9992,207.6695,4004438.0
2023-09-07,208.058,202.8863,201.696,202.4914,5080197.0
2023-09-08,203.3708,203.2967,201.1936,202.3834,5866645.0
2023-09-11,202.4628,205.6993,202.534,203.6138,6129905.0
2023-09-12,203.8647,204.9959,201.6639,203.575,3545529.0
2023-09-13,203.2561,198.4448,197.132,197.4179,2725541.0
2023-09-14,197.6305,197.3698,195.1673,197.2134,3311139.0
2023-09-15,196.9426,196.3079,192.8315,193.45,5940107.0
2023-09-18,193.931,197.1349,194.4431,195.4617,7283858.0
2023-09-19,195.1727,198.9978,195.767,196.5984,7603260.0
2023-09-20,196.895,194.9777,192.9948,193.9044,7581530.0
2023-09-21,193.8817,192.5434,190.5665,192.4732,7051676.0
2023-09-22,193.3402,189.8651,189.4639,189.4962,1969793.0
2023-09-25,189.4572,189.7404,188.907,189.3749,4990512.0
2023-09-26,188.0318,192.7065,189.5484,192.1653,5444490.0
2023-09-27,193.1353,191.298,189.0369,189.4017,3397706.0
2023-09-28,188.7155,193.1012,186.9231,190.8963,7908463.0
2023-09-29,190.3971,189.5653,188.5838,189.4408,3701473.0
2023-10-02,188.9895,188.9311,184.6196,187.2573,1598657.0
2023-10-03,188.2868,187.5258,185.8859,187.013,6731286.0
2023-10-04,185.4154,184.8597,183.625,184.1866,1426215.0
2023-10-05,186.4984,183.551,180.8329,182.7182,7007660.0
2023-10-06,183.49,180.1612,178.5514,179.5182,3533449.0
2023-10-09,179.6785,185.8939,184.7381,184.943,1949991.0
2023-10-10,184.9024,187.0645,183.2834,185.0963,7391997.0
2023-10-11,185.3078,183.5068,182.9123,183.2187,7089791.0
2023-10-12,183.6006,184.9058,182.6119,183.8629,6539523.0
2023-10-13,184.3374,183.7402,182.7557,183.6084,5853966.0
2023-10-16,184.0165,185.1647,182.1938,183.0558,7247741.0
2023-10-17,183.1214,185.8054,182.3365,184.8054,5668554.0
2023-10-18,184.6595,189.6671,186.383,186.9733,3011910.0
2023-10-19,186.8602,185.6066,183.7719,185.547,924528.0
2023-10-20,185.4024,186.1127,183.352,184.0065,3035610.0
2023-10-23,184.841,183.4917,181.5491,183.3039,5582707.0
2023-10-24,183.7391,178.1009,176.2717,177.1358,3215223.0
2023-10-25,175.0524,174.3721,173.0215,173.2072,1112181.0
2023-10-26,173.6616,177.7715,176.8274,176.8482,7764348.0
2023-10-27,176.986,181.9677,180.182,181.3205,4145525.0
2023-10-30,181.307,183.4302,179.7615,180.6987,6950219.0
2023-10-31,180.4178,182.9826,182.1465,182.3229,2150824.0
2023-11-01,183.1427,186.7841,182.6161,183.231,6613700.0
2023-11-02,183.9255,194.3815,190.5864,191.9493,5765481.0
2023-11-03,191.3559,196.4464,194.5752,195.2586,5730115.0
2023-11-06,195.5765,196.1682,193.8162,194.9428,7202692.0
2023-11-07,194.1851,192.8805,191.6529,192.2262,639227.0
2023-11-08,191.1654,189.1579,185.1126,187.7059,2273055.0
2023-11-09,187.2353,188.408,187.734,188.3361,5692859.0
2023-11-10,188.9858,186.2727,185.9325,186.2673,1192137.0
2023-11-13,186.9775,184.0805,181.0296,182.3903,781854.0
2023-11-14,182.7647,182.8573,178.6339,180.6841,7162314.0
2023-11-15,181.2082,179.078,175.3249,177.8299,5374196.0
2023-11-16,178.197,182.7649,180.2156,182.4424,6395895.0
2023-11-17,181.9742,184.9664,183.0587,184.9266,6678985.0
2023-11-20,185.2461,185.2683,184.1434,184.96,6330395.0
2023-11-21,185.5521,192.2584,185.2971,189.1686,1160327.0
2023-11-22,189.7393,189.8197,188.5899,189.4451,2157153.0
2023-11-23,190.346,188.09,186.7932,187.0694,4845398.0
2023-11-24,187.5994,192.9841,189.0881,191.45,1985255.0
2023-11-27,191.7191,193.4959,189.9634,193.0618,7521487.0
2023-11-28,193.8882,192.8728,187.0025,190.1383,7583610.0
2023-11-29,190.1181,190.6254,187.8197,189.6531,4656004.0
2023-11-30,188.9841,188.0901,185.7007,187.2346,7658938.0
2023-12-01,187.1124,184.2863,182.5764,183.446,2306684.0
